LID,Year,lon,lat,PD,ED,LSI,AWMSI,AI,CONTAG,SHDI,FP,GP,WP,FVC,ECV,BP,POP,GDP,UEI,LST,Coupling_Coordination_Level,WS,Tair,SRAD,RH,PRE
P765,2023,738037.2035,3826213.56,0,0,0,0,0,0,0,0,0,0,0.671179235,0.033186016,0.063627512,402,3.736477852,21.59055984,41.2421849,2,3.357098818,301.447937,335.722229,43.42431641,0
P766,2023,784957.2035,3831043.56,0,0,0,0,0,0,0,0,0,0,0.629792213,0.041040899,0.04523023,265,0.583463788,1.312114669,45.59110385,2,3.326382875,301.769104,330.8277588,45.10438538,0
P767,2023,659633.3812,3814483.331,0,0,0,0,0,0,0,0,0,0,0,0.01475626,0,544,0.809041739,0,38.47496342,1,3.805815697,300.6033325,356.3721008,46.99588776,0
P768,2023,689047.2035,3829663.56,21.004,57.971,3.2941,1.3018,65.4867,54.3706,0.3726,0.055005965,0.076999429,0,0.729460895,0.067948232,0.111822712,172,0.910850048,0.699860901,38.49244301,3,3.563628674,300.2064209,354.1876831,40.88148499,0
P769,2023,780817.2035,3824833.56,0,0,0,0,0,0,0,0,0,0,0.755554616,0.050099093,0.114399678,89,0.468399227,14.09887895,49.09591421,2,3.319155693,301.5417786,328.3443909,46.45930099,0
P770,2023,714577.2035,3811033.56,8.4016,54.8204,1.9459,1.6616,94.4708,31.6985,0.6572,0.637059956,0,0,0.821834207,0.124423773,0,71,0.744551778,0,34.72317799,2,3.256937742,300.776825,343.8560486,42.45518112,0
P771,2023,739417.2035,3848983.56,0,0,0,0,0,0,0,0,0,0,0.469314873,0.048550011,1,30580,90.31568909,0,47.10941106,4,3.498849392,302.3174133,335.5044556,38.74302673,0
P772,2023,720787.2035,3815863.56,0,0,0,0,0,0,0,0,0,0,0.571698844,0.047869896,0.717549976,1312,25.93887138,0.54114906,44.1159064,3,3.27143836,301.1916809,344.4915771,43.60313416,0
P773,2023,772537.2035,3836563.56,0,0,0,0,0,0,0,0,0,0,0.60733515,0.044108159,0.241335773,346,0.97323823,3.072290338,46.77388096,3,3.434597492,302.0911255,337.3315125,42.60782623,0
P774,2023,747007.2035,3823453.56,0,0,0,0,0,0,0,0,0,0,0.705288768,0.021583063,0.261799715,662,8.441515923,4.978971133,43.52034461,3,3.344573736,301.7361755,333.6382141,43.58097458,0
P775,2023,714577.2035,3868303.56,0,0,0,0,0,0,0,0,0,0,0.721393347,0.070594346,0.073408498,121,1.370143652,0,40.72237663,2,3.539728403,302.2886658,328.6312256,38.36260605,0
P776,2023,685597.2035,3833803.56,14.7028,24.5747,2.625,1.0417,45.8333,81.9704,0.1356,0.0254869,0.005671078,0,0.646826267,0.075267104,0.283495882,810,3.816643476,0.548060368,38.94790038,4,3.569269896,300.771759,349.8302612,41.99460983,0
P777,2023,775987.2035,3817243.56,0,0,0,0,0,0,0,0,0,0,0.749271154,0.051286781,0.187431827,392,0.892187119,1.68999262,48.82499634,3,3.292598009,301.4854431,330.6070251,46.49485397,0
P778,2023,709747.2035,3820003.56,0,0,0,0,0,0,0,0,0,0,0.680770636,0.052976192,0.117362815,536,3.437020779,0.059153139,41.67755848,2,3.244055033,300.6053162,345.3896484,41.11666489,0
P779,2023,680077.2035,3856573.56,2.1004,3.7807,1,1,100,96.5955,0.0249,0.003780718,0,0,0.759112239,0.064541133,0.034503534,179,1.072415471,0,41.23177258,3,3.473474026,302.419342,326.927063,43.2304306,0
P780,2023,749077.2035,3817933.56,0,0,0,0,0,0,0,0,0,0,0.700661421,0.033318787,0.257799444,414,18.23906326,0.761174582,46.03148929,3,3.313761473,302.0223999,326.5823669,43.78874588,0
P781,2023,753217.2035,3846913.56,0,0,0,0,0,0,0,0,0,0,0.416096509,0.056197562,0.996219282,2591,89.66371155,0,47.67120327,4,3.499953747,302.3497314,343.5276489,38.7955246,0
P782,2023,778747.2035,3822763.56,0,0,0,0,0,0,0,0,0,0,0,0.044949246,0.09455746,141,0.650805831,9.011913614,48.82691699,1,3.317543507,301.5267639,328.3621826,46.45170975,0
P783,2023,757357.2035,3847603.56,0,0,0,0,0,0,0,0,0,0,0.497222483,0.044322598,0.953914187,1639,79.8104248,0,42.95226272,4,3.50846982,302.4307556,345.4002075,38.76745605,0
P784,2023,778747.2035,3831733.56,0,0,0,0,0,0,0,0,0,0,0.635929108,0.045215008,0.009469714,71,0.584504843,0,47.38229099,2,3.375006676,301.8520203,329.1021423,44.51162338,0
P785,2023,785647.2035,3866233.56,0,0,0,0,0,0,0,0,0,0,0.636432886,0.034021712,0.201177735,41,8.599648476,6.521026993,44.49311399,3,3.498384476,303.1091614,322.3981323,35.22476959,0
P786,2023,729757.2035,3857263.56,4.2008,5.6711,1.25,1,50,95.2273,0.035,0,0,0.005671078,0.560209513,0.049048469,0.729657543,1402,85.51844788,1.023536418,42.28159262,5,3.5297153,302.8066101,331.6333008,37.46647644,0
P787,2023,689737.2035,3855193.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.649140716,0.151328699,0.237434584,561,31.45975494,4.029725787,42.79221896,4,3.485152483,302.5883789,332.2505798,40.25330734,0
P788,2023,700777.2035,3831043.56,6.3012,70.5734,2.2051,1.6318,93.2179,31.0656,0.6176,0.659012086,0.028545175,0,0.885887206,0.018176921,0,66,0.650805831,0,30.97417094,2,3.380922079,300.1337585,350.5827026,39.26322937,0
P789,2023,711817.2035,3815173.56,0,0,0,0,0,0,0,0,0,0,0.576595783,0.026462994,0.864576509,1653,3.652894735,0.065600924,45.30253846,3,3.240386248,300.7619019,344.4017944,41.61481476,0
P790,2023,740107.2035,3802063.56,0,0,0,0,0,0,0,0,0,0,0.796016693,0.03088747,0.098298677,294,2.602922201,2.127659575,48.18199288,2,3.233551979,301.8983765,340.9999695,43.56313705,0
P791,2023,691807.2035,3799993.56,33.6064,61.7517,4.1538,1.1982,38.806,63.4693,0.2679,0.016697723,0.063854968,0,0.690351486,0.049720683,0.187272293,333,1.852148533,0.203942113,40.5817,4,3.493676186,301.334198,363.1179199,36.55183411,0
P792,2023,710437.2035,3837943.56,4.2008,5.041,1.3333,1,0,96.3452,0.0249,0.003780718,0,0,0.71615231,0.047138146,0.244692358,157,1.45866704,2.822725323,41.8424832,3,3.377136946,301.2948303,341.5087891,39.61631393,0
P793,2023,685597.2035,3831043.56,0,0,0,0,0,0,0,0,0,0,0.631662607,0.040832028,0.32043616,1044,1.178818822,0.118686805,41.14187126,3,3.590314865,300.6551208,354.0615234,41.91046906,0
P794,2023,726307.2035,3835183.56,6.3012,13.8626,2,1.2593,50,88.676,0.0862,0.01662523,0,0,0.793231308,0.058020504,0.057646995,335,3.38574028,1.403742207,35.4322463,3,3.403731823,301.6477051,334.373291,41.09875107,0
P795,2023,711817.2035,3855883.56,0,0,0,0,0,0,0,0,0,0,0.560848355,0.034615708,0.496025299,1131,69.78582001,0.574076964,45.94858988,4,3.489032984,302.9644165,330.4961548,37.16025543,0
P796,2023,720097.2035,3840013.56,0,0,0,0,0,0,0,0,0,0,0.703349769,0.043030319,0.053968011,289,7.680644035,0,45.64613789,2,3.418572187,302.0065613,333.4457092,39.43592072,0
P797,2023,680767.2035,3848293.56,0,0,0,0,0,0,0,0,0,0,0.364887685,0.057089875,1,6965,81.1476059,0,47.32521914,4,3.425711155,302.7066345,336.6775513,42.47346878,0
P798,2023,707677.2035,3865543.56,4.2008,6.3012,1.25,1,50,95.0453,0.035,0,0,0.005671078,0.674411178,0.045180911,0.207665906,208,1.638575315,0.183730205,34.35522294,4,3.513301611,302.7060547,328.9219666,38.45047379,0
P799,2023,748387.2035,3859333.56,0,0,0,0,0,0,0,0,0,0,0.508954823,0.03759117,0.708794802,1448,73.30821228,0.761209681,43.48758142,4,3.571300745,302.6720276,334.354126,37.09882736,0
P800,2023,701467.2035,3840013.56,14.7028,60.4915,3,1.4456,69.9115,53.9068,0.3726,0.127932142,0,0,0.663243651,0.122540406,0.209803521,466,1.043448806,0.55562726,37.69182877,4,3.4132514,300.6514587,345.2156372,39.10087204,0
P801,2023,718027.2035,3864163.56,0,0,0,0,0,0,0,0,0,0,0.774095893,0.037487621,0.197355109,506,3.287169695,2.248029436,41.61391052,3,3.534164906,302.6989746,330.8395386,37.66153336,0
P802,2023,733207.2035,3808273.56,2.1004,1.8904,1,1,0,98.2058,0.0137,0.001890359,0,0,0.786739647,0.022417168,0.258081668,827,2.082804203,1.975770347,45.41193735,4,3.262256384,301.509613,340.8825989,44.2737999,0
P803,2023,735277.2035,3868303.56,0,0,0,0,0,0,0,0,0,0,0.781331003,0.060752015,0.186350621,126,10.40482807,0,41.47595936,3,3.588933229,302.6795959,325.4243164,38.35273361,0
P804,2023,713197.2035,3835873.56,8.4016,22.6843,2.2222,1.6316,62.069,80.6497,0.1547,0.03207628,0.001890359,0,0.735294402,0.079827579,0.008371934,155,2.13095665,0,38.24697224,3,3.370160341,301.2891235,338.5791321,40.24338913,0
P805,2023,689737.2035,3857953.56,4.2008,56.7108,1.9412,1.7528,94.0075,28.5657,0.6904,0,0,0.520453444,0.296804696,0.019622019,0.473398409,40,2.184097528,1.644797866,26.88098421,5,3.497254372,302.7556458,327.3805847,40.23746109,0
P806,2023,782887.2035,3867613.56,0,0,0,0,0,0,0,0,0,0,0.821823359,0.033097503,0.075596448,35,3.665156364,0,47.4799004,2,3.531509399,303.2114868,323.7098999,34.62691879,0
P807,2023,695257.2035,3848983.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0,0,0.625498056,0.059344784,0.278193056,279,2.256547451,1.572202591,40.1984685,4,3.455155849,301.5030518,344.0763245,38.94711304,0
P808,2023,693877.2035,3816553.56,0,0,0,0,0,0,0,0,0,0,0.683889866,0.019110028,0.351195633,721,14.31035328,0,41.96151618,3,3.491590977,301.0350952,363.1185913,37.25860977,0
P392,2023,712418.5802,3807544.729,0,0,0,0,0,0,0,0.321378551,0.053215949,0,0.794840217,0.063479613,0.015843315,28,0.943219602,0,35.77806174,2,,,,,
P396,2023,721102.2823,3805273.739,0,0,0,0,0,0,0,0.768031596,0.012225354,0,0,0.019076879,0,0,0,0,33.84358651,1,,,,,
P399,2023,664585.0173,3817613.067,0,0,0,0,0,0,0,0.804982412,0,0,0,0.009767489,0,0,0,0,27.76730347,1,,,,,
P451,2023,663512.8268,3817929.017,2.1327,7.6775,1.087,1.087,99.5927,91.5429,0.0713,0.983184506,0.002401983,0,0.876900911,0.072479597,0,50,0.372503698,0,30.72342793,2,,,,,
P476,2023,784036.1531,3824324.75,0,0,0,0,0,0,0,0,0,0,0,0.038204286,0,0,0,0,47.32864911,1,,,,,
P514,2023,712960.5597,3809188.378,0,0,0,0,0,0,0,0.378319115,0,0,0,0.032066639,0,0,0,0,33.95480637,1,,,,,
P533,2023,758713.5193,3863927.833,0,0,0,0,0,0,0,0,0,0.583786266,0.638069332,0.027481804,0.077077892,0,18.46794128,-14.73410564,32.95068032,4,,,,,
P538,2023,712272.6785,3804105.056,0,0,0,0,0,0,0,0,0,0,0.710108161,0.019361473,0.115186906,0,0,3.726526308,41.88705212,2,,,,,
P568,2023,711736.2322,3803773.899,0,0,0,0,0,0,0,0,0,0,0,0.034706595,0,0,0,0,41.57782898,1,,,,,
P607,2023,665214.2236,3850606.401,0,0,0,0,0,0,0,0,0,0,0,0.025422489,0,0,0,0,41.25431237,1,,,,,
P652,2023,709785.1334,3870932.271,0,0,0,0,0,0,0,0,0,0.388457246,0,0.059408158,0.166790267,13,0.663091362,-8.01947807,20.63349515,3,,,,,
P697,2023,687729.1875,3859137.456,0,0,0,0,0,0,0,0,0,0,0.698679507,0.189257104,0.143434633,224,1.834688902,0,42.95838893,2,,,,,
P809,2023,738037.2035,3831043.56,0,0,0,0,0,0,0,0,0,0,0.638806462,0.020898361,0.101374869,503,5.326170921,14.12626997,41.23181458,2,3.389784813,301.5366821,335.0238037,42.5159874,0
P810,2023,743557.2035,3806203.56,0,0,0,0,0,0,0,0,0,0,0.869350493,0.036471349,0.006523483,120,1.668161988,0,50.35630553,2,3.255791426,302.1585083,333.9360962,43.50434113,0
P811,2023,720787.2035,3828283.56,6.3012,10.0819,1.6667,1,60,90.2842,0.0784,0.007084367,0.006523483,0,0.679746747,0.03702317,0.064761948,434,27.1450386,2.097849567,37.78300473,4,3.333780527,300.7950439,341.879364,42.49274063,0
P812,2023,700087.2035,3862093.56,0,0,0,0,0,0,0,0,0,0,0.705261111,0.072927003,0,26,1.757391453,0,43.58235719,2,3.501259327,302.8287659,324.8422241,38.57540512,0
P813,2023,729067.2035,3813103.56,2.1004,10.0819,1.3333,1.3333,75,90.9495,0.0704,0.013709584,0,0,0.633524656,0.119530505,0.437122677,914,5.237075329,2.045019475,41.56195893,4,3.278786421,301.640564,341.9049377,44.23654938,0
P814,2023,738727.2035,3824143.56,0,0,0,0,0,0,0,0,0,0,0.615551829,0.038553558,0.487875045,866,11.16604614,1.515269916,41.8411642,3,3.345500708,301.5358582,334.4564819,43.6235733,0
P815,2023,788300.1631,3840120.881,0,0,0,0,0,0,0,0,0,0.02291683,0,0.043340678,0.255646707,0,0,1.550132889,39.92398785,2,3.34893465,302.2329102,340.6121216,42.05680084,0
P816,2023,771847.2035,3846223.56,0,0,0,0,0,0,0,0,0,0,0.496993273,0.048392171,0.914587742,1468,63.38401031,0,42.57485847,4,3.502758265,302.5166321,335.9611511,39.50036621,0
P817,2023,769777.2035,3824143.56,0,0,0,0,0,0,0,0,0,0,0.701431215,0.040866343,0.191399927,216,2.116826296,0.144334336,48.67055155,3,3.351905107,301.6983643,327.3479614,44.86694717,0
P818,2023,672487.2035,3840703.56,2.1004,1.2602,1,1,0,98.4448,0.0137,0,0,0.001717478,0.766193151,0.037465491,0.255774885,1144,32.82405472,0,45.27329328,4,3.453610659,302.4489441,350.2827454,43.76503754,0
P819,2023,769777.2035,3817933.56,0,0,0,0,0,0,0,0,0,0,0.698969662,0.037199141,0.076997891,169,0.675432205,0,48.13420523,2,3.31230998,301.6618042,332.7095947,45.16094971,0
P820,2023,736657.2035,3824143.56,2.1004,6.9313,1.5,1.5,50,94.0439,0.0445,0.00704246,0,0,0.738904536,0.062678413,0.094899365,306,9.300181389,5.933354177,40.68748344,4,3.344751835,301.5094299,335.1429138,43.59125137,0
P821,2023,730447.2035,3822073.56,0,0,0,0,0,0,0,0,0,0,0.719932556,0.027697937,0.543008318,1027,3.078884125,1.3370404,43.97422891,3,3.325453043,301.3412476,338.5473328,43.66133118,0
P822,2023,744937.2035,3841393.56,0,0,0,0,0,0,0,0,0,0,0.508069634,0.047805598,0.924231683,3315,85.29212189,0.633020154,44.33720551,4,3.460091352,301.9246826,337.2158203,40.48047638,0
P823,2023,721477.2035,3836563.56,4.2008,15.1229,2,1.3788,53.3333,87.0752,0.1011,0.022350882,0,0,0.695331275,0.060349071,0.058601134,316,19.6074791,2.142857143,39.91254262,4,3.402045727,301.7235413,333.9937134,40.51517487,0
P824,2023,781507.2035,3836563.56,0,0,0,0,0,0,0,0,0,0,0.55705297,0.064804295,0.057272673,431,0.646465421,0.338836506,42.42408969,2,3.387382507,302.0820007,331.5165405,43.13827896,0
P825,2023,704227.2035,3817243.56,12.6024,20.1638,2.4286,1.0667,23.0769,86.8048,0.0937,0.00704246,0.011861132,0,0.750875592,0.048106078,0.010405935,252,2.393090963,0,38.2792584,2,3.270958662,300.6499634,348.7372437,39.00720978,0
P826,2023,769777.2035,3840013.56,0,0,0,0,0,0,0,0,0,0,0.573195875,0.038414443,0.419334784,481,14.79126167,1.04350416,46.57671992,3,3.469358921,302.2324829,341.4586792,41.42575455,0
P827,2023,719407.2035,3823453.56,0,0,0,0,0,0,0,0,0,0,0.460900635,0.042274445,0.84667744,2658,62.58712769,0,44.29628744,4,3.296467543,300.5606384,345.4775696,43.20483017,0
P828,2023,738727.2035,3817243.56,0,0,0,0,0,0,0,0,0,0,0.690915883,0.028800387,0.552801151,894,1.66701293,3.671114046,46.72472798,3,3.307306051,301.878479,329.7122803,44.11632156,0
P829,2023,704917.2035,3830353.56,2.1004,81.9156,2.3571,2.3571,93.1325,41.8614,0.465,0.807660434,0.016059094,0,0.904978335,0.146795609,0,53,0.799699008,0,32.84030382,2,3.310209751,300.5174561,348.5379028,39.87267303,0
P830,2023,771157.2035,3818623.56,0,0,0,0,0,0,0,0,0,0,0.776833832,0.046837369,0.459385505,463,0.850780249,1.129490659,45.9451846,3,3.315028429,301.6342468,332.9995117,45.34681702,0
P831,2023,724927.2035,3851053.56,0,0,0,0,0,0,0,0,0,0,0.568446815,0.054013304,0.489582213,957,65.59221649,0.401602152,43.02469034,4,3.489993095,302.7885132,333.1518555,37.25975037,0
P832,2023,764257.2035,3851743.56,2.1004,29.6156,1.8,1.8,85.8824,65.8511,0.3129,0,0,0.097112843,0.491529047,0.058431518,0.410577204,495,70.81600952,4.269356473,41.57519185,5,3.539547205,302.6636353,340.2610779,37.92548752,0
P834,2023,691807.2035,3819313.56,6.3012,24.5747,1.75,1.1132,87.7551,64.9401,0.3418,0.106433665,0.003780718,0.001037954,0.776877642,0.024419916,0.027646623,359,12.94618797,0,38.72712134,4,3.534116983,300.9031982,364.5946655,38.45066452,0
P835,2023,759427.2035,3828283.56,2.1004,1.8904,1,1,0,98.2058,0.0137,0.00141329,0,0,0.563258231,0.026873776,0.662544536,1149,80.73019409,0.374099276,43.28172842,5,3.37894249,301.7427063,333.5835571,43.40030289,0
P836,2023,675247.2035,3813103.56,10.502,57.3409,2.8095,1.5401,79.6791,44.0808,0.4956,0.160803894,0.022498761,0,0.709541619,0.03697941,0,105,1.68329227,0,40.18337044,2,3.751189709,301.2508545,374.94104,42.33266449,0
P837,2023,767017.2035,3833803.56,0,0,0,0,0,0,0,0,0,0,0.649540544,0.028305053,0.150150704,224,3.955079556,6.913507631,46.14624035,2,3.422428608,301.9632874,335.1394653,42.87248993,0
P838,2023,742867.2035,3812413.56,0,0,0,0,0,0,0,0,0,0,0.824974835,0.034433099,0.130616093,462,6.591291904,0.518982882,47.57043117,3,3.283645868,302.102417,325.2460938,44.06105423,0
P839,2023,703537.2035,3843463.56,0,0,0,0,0,0,0,0,0,0,0.650032759,0.076030432,0.080532415,507,7.164460659,0,40.64353859,2,3.416265965,301.5494385,338.6134949,38.66910934,0
P840,2023,702157.2035,3844153.56,0,0,0,0,0,0,0,0,0,0,0.615478277,0.068830402,0.247869759,1010,10.01456642,0.3097819,43.20292418,3,3.42573452,301.4515686,339.4756775,38.62747574,0
P841,2023,664207.2035,3815173.56,4.2008,50.4096,1.8837,1.6843,95.6372,53.8185,0.3978,0.838071979,0.025051739,0,0.838362694,0.089158964,0,39,0.766677618,0,31.15055077,2,3.788994074,300.8796997,361.9936218,45.49311066,0
P842,2023,694567.2035,3837253.56,10.502,89.477,2.8889,1.8827,88.8525,22.8345,0.6685,0.609525901,0.003780718,0,0.86410284,0.038956199,0,103,0.638495147,0,32.92668772,2,3.471039772,299.8032837,345.6877136,39.78031921,0
P843,2023,764257.2035,3821383.56,0,0,0,0,0,0,0,0,0,0,0.694951296,0.027760719,0.143597981,319,5.914901733,0,47.97621388,3,3.335221291,301.7434998,326.9499512,44.33104706,0
P844,2023,733897.2035,3859333.56,0,0,0,0,0,0,0,0,0,0,0.716825306,0.045190461,0.164274354,699,83.55151367,0,39.4728783,4,3.546934366,302.7236023,329.0096436,37.71637726,0
P845,2023,770467.2035,3824143.56,0,0,0,0,0,0,0,0,0,0,0.778734565,0.025210687,0.001890359,120,1.014226556,0,50.6749867,2,3.351876259,301.6964417,327.2534485,44.9443512,0
P846,2023,678007.2035,3837943.56,0,0,0,0,0,0,0,0,0,0,0.708128929,0.035638896,0.29501992,702,10.9194212,0.032393886,44.8642491,3,3.540002346,302.7469788,354.1113586,43.6811676,0
P847,2023,724237.2035,3824143.56,2.1004,5.041,1,1,100,95.3548,0.035,0,0.005671078,0,0.623213828,0.050504392,0.587321066,3223,12.21893406,1.744177363,42.88968847,5,3.321618557,300.7533875,342.3124695,43.39078903,0
P848,2023,704227.2035,3822763.56,0,0,0,0,0,0,0,0,0,0,0.691573024,0.021031696,0.17585899,583,4.509555817,1.135984039,45.46188741,3,3.276906013,300.5765686,347.4561157,39.61360931,0
P849,2023,750457.2035,3833113.56,0,0,0,0,0,0,0,0,0,0,0.380777657,0.039142109,0.944243364,1548,40.04957962,0.55094592,46.33093025,3,3.409800768,301.8470764,335.8422852,42.04197693,0
P850,2023,733897.2035,3808273.56,0,0,0,0,0,0,0,0,0,0,0.769323885,0.050975164,0.128192064,393,2.678429127,0.925731611,40.39805392,2,3.26220727,301.5448914,340.371521,44.28155518,0
P851,2023,738037.2035,3863473.56,8.4016,11.9723,2,1.1333,0,92.3146,0.0535,0,0,0.009928865,0.508903861,0.026199719,0.478187557,1183,83.34719849,0.139135014,42.00081688,5,3.573817253,302.6673584,326.8972778,37.97048569,0
P852,2023,723547.2035,3805513.56,4.2008,7.5614,1.5,1,50,93.8686,0.0445,0.008599391,0,0,0.77440387,0.058421816,0.001890359,154,0.826025724,0,37.88068885,2,3.258952379,300.8099365,347.1144104,43.93080139,0
P853,2023,726997.2035,3816553.56,0,0,0,0,0,0,0,0.000954139,0,0,0.728917301,0.036393714,0.18746208,496,15.62942696,0,42.21352855,3,3.290397882,301.5247498,342.9521484,44.04219818,0
P854,2023,747697.2035,3862093.56,2.1004,39.0674,2,2,86.4,56.8372,0.3943,0,0,0.134215501,0.579269111,0.039359771,0.55068363,805,71.68238068,0.860911016,40.33638898,6,3.585186481,302.7014465,332.7723694,37.0765686,0
P855,2023,763567.2035,3814483.56,0,0,0,0,0,0,0,0,0,0,0.551081598,0.044307816,0.530486401,544,15.65545368,3.739448889,44.02909214,3,3.294425488,301.8668823,322.4439697,44.21098328,0
P856,2023,766327.2035,3831733.56,0,0,0,0,0,0,0,0,0,0,0.600299358,0.03340239,0.363582338,219,6.866531372,7.168380917,48.33270644,3,3.406403065,301.8819885,332.8335571,43.27721786,0
P857,2023,760807.2035,3845533.56,0,0,0,0,0,0,0,0,0,0,0.53984046,0.060112798,0.655005744,543,63.5294342,0.550052937,42.12190717,4,3.498877764,302.38797,343.7301025,39.47290802,0
P858,2023,695257.2035,3817243.56,0,0,0,0,0,0,0,0,0,0,0.724274039,0.029420042,0.219515191,486,11.53684807,0,40.55656909,3,3.463176012,300.8409424,360.9254456,37.03046036,0
P859,2023,666967.2035,3804823.56,4.2008,27.7253,1.7619,1.6076,91.7949,51.2518,0.5061,0.21657233,0,0,0.730344296,0.035913985,0,147,0.935431838,0,37.37580638,2,3.704477072,301.0657959,356.7789307,42.76591492,0
P860,2023,715957.2035,3845533.56,0,0,0,0,0,0,0,0,0,0,0.746968687,0.038296771,0.117781071,191,3.372258186,0,38.5989527,2,3.443856478,302.5047607,332.421814,37.66015625,0
P861,2023,717337.2035,3855883.56,2.1004,11.9723,1.4286,1.4286,80,87.8544,0.1011,0.003780718,0,0.017490302,0.701268792,0.041581239,0.299462732,278,58.9705162,1.746919197,44.31442786,5,3.50019002,303.0215454,333.5583496,36.82931137,0
P862,2023,675247.2035,3804133.56,0,0,0,0,0,0,0,0,0,0,0.702185094,0.022300945,0,273,0.766027272,0,41.82758186,2,3.668454885,301.8968506,362.3897705,40.07867432,0
P863,2023,726997.2035,3868993.56,16.8032,50.4096,3.2308,1.3891,57.971,64.6728,0.2726,0.078894026,0,0,0.849158049,0.079549282,0.097451523,177,25.29041672,0,37.75009507,4,3.572355509,302.5689392,326.6514587,38.51166916,0
P864,2023,720787.2035,3853123.56,0,0,0,0,0,0,0,0,0,0,0.526518583,0.037227258,0.757648188,1423,84.25351715,0.551092332,44.40630504,4,3.493289471,302.90271,333.598877,36.98553848,0
P865,2023,744937.2035,3813103.56,0,0,0,0,0,0,0,0,0,0,0.75314945,0.0680683,0.173369064,288,3.940509558,1.033108306,46.68890583,3,3.287366629,302.1311951,324.0355835,43.98348618,0
P866,2023,749077.2035,3831733.56,0,0,0,0,0,0,0,0,0,0,0.511911631,0.035285986,0.928887783,1436,28.18660927,0.882109107,43.14752872,3,3.399579287,301.7743225,336.3833618,42.34394455,0
P867,2023,707677.2035,3833803.56,8.4016,90.1071,2.8108,2.6411,89.1057,22.9281,0.6659,0.604865417,0,0,0.858534753,0.086418442,0.049251072,109,0.643138468,117.8772109,34.39933191,3,3.331783056,300.7256775,348.3007813,40.03261948,0
P868,2023,744937.2035,3831043.56,0,0,0,0,0,0,0,0,0,0,0.577515304,0.021942682,0.785989269,1719,37.56229019,1.014319926,44.42737843,4,3.393035412,301.6222534,336.1607361,42.60917282,0
P869,2023,749767.2035,3805513.56,0,0,0,0,0,0,0,0,0,0,0.683679938,0.036530811,0.186681349,873,8.190933228,5.727383073,49.20743167,3,3.255191803,302.3098755,333.7518616,42.57774734,0
P870,2023,764257.2035,3815173.56,0,0,0,0,0,0,0,0,0,0,0.588495672,0.037230469,0.677774689,575,8.871053696,1.195353331,44.79864035,3,3.297654152,301.8276978,323.6115723,44.43679428,0
P871,2023,687667.2035,3849673.56,0,0,0,0,0,0,0,0,0,0,0.694725752,0.08966351,0.005194008,285,15.98528385,0,38.88443074,3,3.46198678,302.5131836,341.6991577,40.78818893,0
P872,2023,760807.2035,3835873.56,0,0,0,0,0,0,0,0,0,0,0.589482486,0.030249013,0.544667277,508,18.59011459,0.678268114,45.61551336,3,3.435779095,301.9921875,333.8068848,42.02273941,0
P873,2023,755977.2035,3815863.56,0,0,0,0,0,0,0,0,0,0,0.692590177,0.030958996,0.124178306,444,26.95793724,1.296799806,47.67780551,3,3.302772045,302.0446777,322.1991882,43.87841034,0
P874,2023,682837.2035,3800683.56,2.1004,56.7108,1.7143,1.7143,96.3855,46.7041,0.465,0.82197281,0.003780718,0,0.778786242,0.101408127,0,81,0.927957118,0,34.69285921,2,3.585689306,301.8622437,365.7758789,37.64413452,0
P875,2023,787027.2035,3865543.56,0,0,0,0,0,0,0,0,0,0,0.714742661,0.030398603,0.293699694,115,8.991555214,0,44.83272473,3,3.481600285,303.061554,321.599884,35.50745773,0
P876,2023,734587.2035,3812413.56,0,0,0,0,0,0,0,0,0,0,0.750472486,0.049899228,0.184755153,539,3.599221468,0,42.22560936,3,3.281889439,301.7917786,336.5094604,44.29678726,0
P877,2023,760117.2035,3811723.56,0,0,0,0,0,0,0,0,0,0,0.507548034,0.029761579,0.29690079,640,8.897224426,3.687655067,45.13574265,3,3.281717062,302.0384827,321.7596741,43.37206268,0
P878,2023,752527.2035,3838633.56,0,0,0,0,0,0,0,0,0,0,0.583202899,0.027407998,0.287808244,663,33.96927643,6.233321529,42.44106825,3,3.448480129,302.0299683,334.7458191,40.91880035,0
P879,2023,700777.2035,3842773.56,6.3012,6.3012,1.5,1,0,95.2315,0.035,0.007102286,0,0,0.631454825,0.057505287,0.762110504,1343,8.959527969,0.099711719,42.91608318,4,3.426956177,301.0058289,342.8841248,38.81721497,0
P880,2023,705607.2035,3830353.56,4.2008,73.724,2.1795,2.0683,93.512,31.4035,0.6048,0.692730945,0.016077012,0,0.876934886,0.150933814,0.000954139,89,0.91361469,0,32.37551413,2,3.298943758,300.575531,348.1403503,39.98115921,0
P881,2023,752527.2035,3855193.56,2.1004,4.4108,1.1667,1.1667,91.6667,91.4508,0.0862,0,0,0.019041982,0.536010563,0.045180765,0.499431169,736,115.3475113,4.663510411,41.71255182,6,3.550260067,302.598999,339.416748,37.35764313,0
P882,2023,662827.2035,3817933.56,2.1004,34.0265,1.4444,1.4444,97.897,72.2593,0.2231,0.942376174,0.001890359,0,0.833685935,0.041605347,0,60,0.483303607,0,31.35835061,2,3.777879477,301.2397461,361.7454529,46.03184509,0
