LID,Year,lon,lat,PD,ED,LSI,AWMSI,AI,CONTAG,SHDI,FP,GP,WP,FVC,ECV,BP,POP,GDP,UEI,Temperature,Coupling Coordination Level
P2129,2023,695257.2035,3835183.56,2.1004,45.9987,1.7442,1.7442,96.222,51.5514,0.4377,0.839661328,0.007561437,0,0.898387074,0.060539308,0.001890359,41,0.401093304,0,31.54775476,2
P2138,2023,684217.2035,3823453.56,12.6024,88.2168,2.7368,1.825,89.8773,24.9822,0.6461,0.520070157,0.139034173,0,0.74369204,0.030085148,0.001890359,53,0.710101187,0,33.62198978,2
P2142,2023,683527.2035,3801373.56,8.4016,70.5734,2.1944,1.9528,92.6871,26.208,0.6769,0.573727715,0.018570163,0,0.822023451,0.081909546,0,57,0.909130573,0,36.86865298,2
P2143,2023,690427.2035,3825523.56,2.1004,39.0674,1.6667,1.6667,96.8454,71.2314,0.2231,0.843708232,0.097386446,0,0.870699763,0.051556567,0,76,0.639551461,0,33.55032043,2
P2164,2023,710437.2035,3833803.56,8.4016,107.7505,2.9,2.678,89.6175,26.9229,0.5836,0.707829635,0.015122873,0,0.788316727,0.12303379,0,43,0.862351716,0,34.09171657,2
P2169,2023,687667.2035,3799993.56,10.502,26.465,2.5,1.2554,58.3333,77.7223,0.1788,0.033531477,0.006088321,0,0.707116783,0.048685996,0.192890141,539,1.153657556,0,39.06148629,4
P2175,2023,675937.2035,3830353.56,16.8032,84.436,2.7097,1.8146,88.196,22.1608,0.6889,0.416146548,0.036250252,0,0.721684515,0.080403199,0,74,1.105861425,0,35.86956049,2
P2178,2023,695257.2035,3828973.56,6.3012,61.7517,2.4583,2.1738,86.3281,36.3701,0.5779,0.229550553,0.041128751,0,0.767446756,0.065807162,0.099694048,229,0.74433881,0,35.46664336,3
P2182,2023,686977.2035,3817933.56,4.2008,105.23,3.1026,2.9073,88.4993,25.7398,0.6015,0.693446305,0.020274974,0,0.806662381,0.080386649,0,66,59.97911072,0,34.09760843,5
P2184,2023,664897.2035,3816553.56,2.1004,33.3963,1.5778,1.5778,97.2545,71.4807,0.2335,0.937272052,0.000346095,0,0.95111692,0.086528839,0,16,0.512064755,0,28.67770916,2
P2186,2023,682837.2035,3826903.56,4.2008,42.8481,1.7381,1.4279,96.247,49.694,0.4708,0.780554944,0.038267347,0,0.818903804,0.08467837,0,42,0.386881918,0,33.53402975,2
P2191,2023,682837.2035,3819313.56,6.3012,104.5999,3.1471,3.0147,85.8527,17.8747,0.6924,0.403700543,0.117202268,0,0.669090271,0.119484178,0,169,24.5128479,0,34.69128389,4
P2195,2023,681459.3153,3823454.449,2.1124,40.5577,1.7333,1.7333,96.4856,69.453,0.2395,0.799195901,0.137991556,0,0.819462955,0.070832518,0,10,0.816181898,0,32.38761068,2
P2208,2023,678697.2035,3799303.56,23.1044,121.6131,4.56,1.74,67.3993,23.8269,0.5945,0.106062568,0.17196811,0,0.79717207,0.037434069,0.009928865,102,0.680246413,0,38.08957451,2
P2210,2023,694567.2035,3844153.56,8.4016,15.753,2,1,53.3333,86.9235,0.1011,0.018903592,0.001890359,0,0.691548288,0.074866753,0.035583396,305,9.515176773,3.791800701,37.44562898,3
P2216,2023,699397.2035,3822763.56,8.4016,38.4373,3,2.0588,57.1429,69.9912,0.2386,0.001848452,0.057192083,0,0.731240094,0.055468248,0.007561437,106,1.931279063,0,36.61725846,2
P2224,2023,696637.2035,3824143.56,8.4016,26.465,2.4545,1.2449,64.4444,75.2883,0.2071,0.030758653,0.025987959,0,0.799793124,0.030049126,0.017359328,234,2.142095089,0,39.15473566,3
P2234,2023,690427.2035,3818623.56,2.1004,6.3012,1.0652,1.0652,99.7012,94.3043,0.0445,0.990954125,0.003303649,0,0.96766603,0.057919113,0,24,24.68947792,0,32.10818193,4
P2238,2023,676627.2035,3813793.56,14.7028,100.189,3.2188,2.3118,84.9576,18.7266,0.692,0.402613072,0.063938783,0,0.767364621,0.077563633,0,50,1.644054294,0,36.62912841,2
P2239,2023,715957.2035,3833113.56,14.7028,85.0662,3.2,2.0162,79.8535,29.9793,0.5945,0.238394793,0.043037848,0,0.731606841,0.088152175,0.391035997,88,3.687656164,0.269229803,38.15080829,4
P2249,2023,713197.2035,3832423.56,10.502,86.3264,2.6471,2.227,89.5131,21.6234,0.6904,0.432297934,0.093623646,0,0.767362535,0.14151298,0.006750939,117,1.991837382,35.0817443,35.07265214,3
P2251,2023,675937.2035,3801373.56,2.1004,68.0529,2.1628,2.1628,94.2987,51.2334,0.3872,0.823153392,0.044849643,0,0.832930326,0.056592391,0,26,1.824655533,0,35.4535684,3
P2259,2023,671797.2035,3813103.56,6.3012,66.7927,3.5294,2.3347,66.1417,50.5091,0.3978,0.050711521,0.086395637,0,0.672036111,0.032878162,0.026465028,175,2.314469576,3.333333334,41.24556445,3
P2261,2023,685597.2035,3826903.56,8.4016,79.3951,2.325,1.4538,92.6997,31.5469,0.5891,0.463913182,0.255255956,0,0.8333987,0.073004946,0,104,0.468687624,0,34.09179324,2
P2286,2023,693187.2035,3824143.56,4.2008,46.6289,2.5789,2.0451,81.3665,49.8568,0.4561,0.147964147,0.015599943,0,0.763295949,0.06962008,0,190,0.850423574,0,37.7906557,2
P2317,2023,711127.2035,3811033.56,2.1004,47.259,1.8,1.8,96.1249,64.8301,0.2773,0.917013984,0.001556931,0,0.899478316,0.089371367,0,31,0.734883428,0,32.48232034,2
P2323,2023,687667.2035,3827593.56,2.1004,30.2457,1.3778,1.3778,98.1857,70.0684,0.2584,0.788897638,0.138105037,0,0.799528301,0.0564074,0,140,0.650805831,0,33.51798853,2
P2326,2023,690427.2035,3799993.56,2.1004,6.9313,1.5,1.5,75,90.5461,0.0862,0.010156322,0.011008727,0,0.634664118,0.020288215,0.617833819,810,1.779699564,0.230601157,42.64589946,5
P2339,2023,676628.1594,3820692.699,2.1124,20.2788,1.3778,1.3778,98.2273,78.6835,0.1854,0.950302842,0.00189571,0,0.963885069,0.095509634,0,20,0.851350248,0,32.21287939,2
P2342,2023,691117.2035,3837943.56,2.1004,8.8217,1.1522,1.1522,99.3014,92.7514,0.0535,0.988472296,0.001556931,0,0.894972682,0.13620098,0,13,0.644644082,0,32.69814769,2
P2357,2023,663517.2035,3813793.56,6.3012,39.6975,2.2667,1.6577,79.1209,62.3024,0.3255,0.095454179,0.003303649,0,0.702780843,0.021154604,0.018958166,225,0.945131958,2.731881074,39.30905255,3
P2359,2023,694567.2035,3837943.56,2.1004,39.0674,1.5111,1.5111,97.5135,65.6763,0.2865,0.89468102,0.018426522,0,0.868476808,0.057269993,0,110,0.623091817,0,32.3530615,2
P2374,2023,688357.2035,3835873.56,16.8032,94.518,3.2857,2.4335,81.1765,23.7384,0.6461,0.133265601,0.201140066,0,0.679565072,0.076813767,0,147,3.700457096,0,36.56419468,3
P2384,2023,684907.2035,3835183.56,6.3012,23.9445,1.9286,1.3398,82.8947,69.1085,0.291,0.073846885,0.003780718,0,0.688033581,0.153391733,0.041768199,393,3.520457506,0.948075005,36.38795768,3
P2408,2023,706987.2035,3831043.56,12.6024,87.5866,2.8,2.5153,86.3636,22.745,0.6741,0.361386971,0.050145385,0,0.8297683,0.05782785,0.004114147,79,1.013481021,100,33.89934991,3
P2419,2023,700087.2035,3826213.56,35.7068,118.4625,4.6522,1.7462,62.3318,29.1833,0.5423,0.098374063,0.128347553,0,0.795137882,0.101658427,0,60,0.999115467,0,36.61753242,2
P2429,2023,700087.2035,3799303.56,6.3012,20.1638,2.125,1.3143,55,84.0613,0.1222,0.027348019,0.001890359,0,0.688693166,0.077281287,0.125795588,340,2.044708729,0.700652423,39.16930835,3
P2435,2023,663517.2035,3816553.56,16.8032,90.1071,3.2333,1.5338,83.5784,21.8532,0.6783,0.398873394,0.026942098,0,0.81601882,0.044863501,0,66,0.550350606,0,34.60597953,2
P2441,2023,689047.2035,3801373.56,14.7028,80.0252,2.6765,1.7594,88.8672,22.7961,0.6926,0.486903181,0.031198873,0,0.772541046,0.081953377,0.107750473,167,1.679981947,9.230769231,37.47427368,4
P2472,2023,678007.2035,3828283.56,35.7068,127.2842,5.1364,1.6803,58.2569,28.7165,0.5354,0.088118366,0.130719707,0,0.695355892,0.059902386,0.035874917,181,1.034317613,0,38.19352494,3
P2475,2023,706297.2035,3830353.56,14.7028,70.5734,2.75,1.721,86.4641,27.7287,0.6582,0.326211329,0.052930057,0,0.816639423,0.110173426,0.039595809,59,1.080241799,5.396607505,34.00258096,3
P2492,2023,700087.2035,3839323.56,16.8032,98.9288,3.7917,2.584,74.2308,28.5537,0.5817,0.263405637,0.011342155,0,0.754149854,0.109185229,0.168593313,139,1.08703649,0,36.13166933,4
P2502,2023,689047.2035,3798613.56,10.502,119.7227,3.5294,2.8189,83.4615,15.2627,0.692,0.428172905,0.100939708,0,0.787007987,0.052043348,0.07138582,120,0.759964466,11.78297517,37.68226944,3
P2503,2023,663517.2035,3804133.56,12.6024,88.2168,2.9677,1.7578,85.5792,21.8471,0.6831,0.391756415,0.034503534,0,0.782524645,0.041352499,0.00090698,90,1.412992358,0,35.11033201,2
P2508,2023,732517.2035,3803443.56,4.2008,55.4505,1.9762,1.6684,94.9631,45.2364,0.4876,0.720566342,0.083175803,0,0.840817451,0.078135796,0,39,0.687966585,0,32.42933894,2
P2513,2023,689737.2035,3800683.56,8.4016,71.2035,2.5714,1.8297,86.9822,28.6928,0.6449,0.332308127,0.010304201,0,0.687308133,0.082475147,0,423,1.843877673,0,37.18696857,3
P2517,2023,670417.2035,3804133.56,6.3012,23.3144,2.1,1.158,72.5,77.4716,0.1904,0.033531477,0.011342155,0,0.686761737,0.030376668,0.042106879,394,0.968888283,1.972917872,41.1630785,3
P2521,2023,684907.2035,3821383.56,2.1004,40.9578,1.7045,1.7045,96.6009,62.7013,0.3171,0.883256883,0.018903592,0,0.994152486,0.151078777,0,8,6.287454605,0,28.4636182,3
P2532,2023,689047.2035,3797923.56,2.1004,6.3012,1.087,1.087,99.6024,95.2315,0.035,0.988138868,0.005671078,0,0.865725338,0.061720056,0,42,0.559526384,0,32.98870255,2
P2550,2023,741487.2035,3831043.56,2.1004,2.5205,1,1,0,97.9788,0.0137,0.001890359,0.000518977,0,0.622843862,0.054900638,0.083252535,632,6.554929733,0.815529192,38.52066063,3
P2567,2023,698017.2035,3826213.56,4.2008,66.7927,1.95,1.8977,94.9468,36.283,0.5639,0.744366876,0.015827399,0,0.846518457,0.072306666,0.004716939,35,1.097562671,0,35.41883241,2
P2571,2023,713887.2035,3815173.56,4.2008,63.6421,2.6842,2.4234,79.6178,46.6242,0.4501,0.164938317,0.004485244,0,0.678447783,0.151815425,0.054073983,184,1.913319111,7.399982,40.77673882,3
P2574,2023,691117.2035,3817243.56,14.7028,26.465,2.7778,1.1096,44.8276,79.9014,0.1547,0.024585991,0.007561437,0,0.761451125,0.05123043,0.028439203,456,40.86284256,2.295735801,38.875293,4
P2587,2023,689047.2035,3835873.56,25.2048,137.9962,4.8462,2.7133,67.5325,18.8367,0.6236,0.252637607,0.06129674,0,0.734242916,0.100151771,0,25,3.331061363,0,34.6093285,3
P2588,2023,690427.2035,3826903.56,6.3012,96.4083,2.825,2.574,90.2145,30.03,0.57,0.675990827,0.071166792,0,0.823021591,0.062540099,0,35,0.559277117,0,32.45160229,2
P2599,2023,686287.2035,3834493.56,25.2048,66.1626,3.8667,1.3763,49.4118,58.4269,0.3129,0.049828862,0.04331063,0,0.703983247,0.101474147,0.047258979,88,4.275160789,0,36.30625445,3
P2624,2023,702157.2035,3812413.56,10.502,18.9036,2.125,1.0897,50,84.9733,0.1153,0.018098345,0.006523483,0,0.656006396,0.036254167,0.003780718,395,10.04581738,0,37.21242409,3
P2632,2023,678697.2035,3830353.56,12.6024,30.8759,3,1.3623,50,75.807,0.1904,0.043543338,0.004114147,0,0.70215255,0.062529559,0.111084182,511,1.181081772,0,38.67929152,3
P2640,2023,694567.2035,3809653.56,6.3012,8.1916,1.75,1,25,93.7814,0.0445,0.003780718,0.003303649,0,0.64175576,0.055445898,0.120722052,265,11.86866283,0,41.0852859,4
P2642,2023,700777.2035,3830353.56,2.1004,54.8204,1.7619,1.7619,96.0396,44.6437,0.4956,0.74387454,0.06522635,0,0.886701107,0.038450279,0,77,0.650805831,0,31.20238023,2
P2643,2023,729757.2035,3834493.56,18.9036,105.8601,4.6,2.0792,58.6207,37.1563,0.4765,0.16587555,0.02268431,0,0.703703403,0.12209358,0.126357292,239,6.777716637,1.616997681,35.57286732,4
P2653,2023,722857.2035,3828973.56,14.7028,37.8072,2.9167,1.4532,57.4074,70.5661,0.2335,0.04363982,0.02268431,0,0.699487031,0.055887764,0.003780718,323,6.910087109,0,38.02810882,3
P2655,2023,693187.2035,3840703.56,25.2048,107.7505,3.6897,1.5807,78.9757,19.8432,0.6631,0.368321101,0.008497657,0,0.795419693,0.057642874,0.027182221,174,1.427042484,0,34.61868125,3
P2677,2023,686977.2035,3829663.56,18.9036,47.8891,3.3077,1.3564,56.5217,65.1479,0.2726,0.051887864,0.031241793,0,0.735467196,0.053004347,0.109854608,250,0.910850048,0,38.93797115,3
P2679,2023,665587.2035,3815863.56,2.1004,31.506,1.5349,1.5349,97.3036,56.2089,0.4281,0.837480509,0.004729606,0,0.878362298,0.057974729,0,38,0.735479116,0,30.72851464,2
P2694,2023,711817.2035,3830353.56,16.8032,47.259,3.0769,1.6447,57.1429,66.5376,0.2584,0.032613175,0.039136658,0,0.770070553,0.049259811,0.011342155,235,5.15781641,99.99999998,38.17113785,3
P2698,2023,695257.2035,3831733.56,2.1004,15.1229,1.2174,1.2174,98.9899,87.0752,0.1011,0.974077938,0.005211926,0,0.865997851,0.052238247,0,48,0.829900801,0,29.95041245,2
P2701,2023,687667.2035,3834493.56,6.3012,6.3012,1.75,1,25,94.3043,0.0445,0.00141329,0.005194008,0,0.650652707,0.047178749,0.126903677,530,4.431921005,0.075469775,39.23602468,3
P2718,2023,703537.2035,3813103.56,16.8032,35.2867,2.9,1.0913,40.625,77.1142,0.167,0.035064419,0.005671078,0,0.73493433,0.067385979,0.104855638,300,6.350567818,0,38.61224752,3
P2736,2023,682837.2035,3827593.56,14.7028,73.724,2.2927,1.6569,93.3333,39.1093,0.5137,0.732866007,0.06492115,0,0.851239979,0.063340574,0.002915646,40,0.550751805,0,34.0633178,2
P2739,2023,689047.2035,3840703.56,16.8032,107.1204,3.0833,1.6083,87.5828,19.2723,0.671,0.493589043,0.11763743,0,0.799205661,0.053332203,0.016494256,97,1.152796984,0,33.972627,3
P2749,2023,693187.2035,3799303.56,10.502,110.9011,3.1944,2.6049,86.3322,17.8059,0.6802,0.242125175,0.333633363,0,0.746403635,0.050160496,0.070444348,119,0.931589782,0,38.55178793,3
P2768,2023,721477.2035,3806893.56,6.3012,61.1216,2,1.8749,94.9761,46.5698,0.4561,0.812927423,0.017013233,0,0.855676293,0.097192284,0,68,0.855643511,0,32.92128761,2
P2770,2023,712507.2035,3835183.56,23.1044,78.1348,3.45,1.4514,70.8333,42.2688,0.4679,0.152600116,0.0240976,0,0.68988961,0.097015747,0.063210269,254,1.354153633,1.581887799,37.57383944,3
P2782,2023,693187.2035,3833113.56,2.1004,45.9987,1.6977,1.6977,96.5076,53.1089,0.4183,0.82260383,0.025051739,0,0.844113469,0.046464434,0,25,1.108734965,0,31.64094564,2
P2793,2023,687667.2035,3798613.56,12.6024,80.0252,3.24,2.3137,79.9283,30.5167,0.5997,0.226674944,0.049750298,0,0.801506162,0.066445696,0.037348032,127,0.736494243,8.722762832,38.40973125,3
P2801,2023,689737.2035,3828283.56,2.1004,76.2445,2.3953,2.3953,93.0151,47.0249,0.4183,0.8254201,0.028688816,0,0.830603898,0.052889246,0,37,0.650805831,0,34.10169824,2
P2804,2023,685597.2035,3835183.56,18.9036,66.1626,3.8667,1.6517,52.7473,57.2186,0.3255,0.052082903,0.050538639,0,0.697545171,0.111650942,0.003780718,127,4.053440571,0,35.09311536,3
P2808,2023,711127.2035,3817243.56,16.8032,21.4241,2.7143,1,20,85.9497,0.1011,0.005194008,0.016679804,0,0.709916174,0.069457778,0.046148532,271,4.938222408,8.452544936,39.54650169,3
P2820,2023,708367.2035,3832423.56,4.2008,71.8336,2.1905,1.8147,94.0476,44.972,0.4501,0.825340523,0.005152101,0,0.807164252,0.13884564,0,79,0.777603567,0,33.23146539,2
P2825,2023,697327.2035,3801373.56,16.8032,89.477,2.8276,1.85,86.0892,22.9113,0.6676,0.356223023,0.034461627,0,0.740952373,0.086341658,0.096641845,128,1.730120778,0,37.53027846,3
P2830,2023,709057.2035,3811723.56,16.8032,127.9143,4.1481,2.4708,72.8435,19.8083,0.6279,0.261937579,0.054343346,0,0.776700079,0.064692757,0,251,1.19238925,0,35.71665842,2
P2838,2023,689737.2035,3835183.56,6.3012,134.8456,3.525,3.3505,86.2398,23.2557,0.5817,0.662095694,0.068692379,0,0.769270539,0.088412202,0.005671078,11,3.613133192,0,33.75632816,3
P2839,2023,708367.2035,3809653.56,10.502,56.0807,2.6111,1.2519,79.2857,50.6093,0.4216,0.144639354,0.007561437,0,0.667736828,0.063195615,0.029291608,162,1.720525622,2.136086565,36.64868954,3
P2842,2023,686287.2035,3817933.56,6.3012,53.5602,2,1.6404,92.9385,29.688,0.6869,0.437361161,0.003780718,0,0.704771459,0.081271007,0.007556185,570,61.09384155,0,36.4700236,5
P2846,2023,680767.2035,3822763.56,10.502,35.9168,2.0952,1.298,87.4317,49.9676,0.4903,0.145484675,0.048606372,0,0.747830391,0.077159401,0.146768492,303,1.387303948,0.260958522,36.80065324,4
P2848,2023,683527.2035,3826213.56,10.502,109.0107,3.0789,1.9909,88.244,22.2543,0.6334,0.213073691,0.456357817,0,0.796342909,0.026580497,0,74,0.410191417,0,34.02176071,2
P2863,2023,712507.2035,3842083.56,12.6024,17.0132,2.2857,1.1,30.7692,87.4203,0.0937,0.011156606,0.005194008,0,0.755454361,0.122372782,0,124,2.630059004,0,37.99004065,2
P2868,2023,675247.2035,3827593.56,4.2008,7.5614,1.2,1,80,93.0679,0.0535,0.00794944,0.001890359,0,0.745003939,0.044926056,0,230,1.130579233,0,39.29938719,2
P2869,2023,695257.2035,3824143.56,4.2008,52.9301,1.8667,1.8619,95.7838,62.9883,0.2865,0.834669442,0.082846614,0,0.860364556,0.082054704,0,35,1.478401184,0,34.1136954,2
P2870,2023,680767.2035,3816553.56,8.4016,102.7095,2.9706,2.6813,87.2137,18.2827,0.6916,0.41989143,0.100588361,0,0.712446392,0.09216003,0,156,15.35052013,0,36.98193348,4
P2875,2023,680767.2035,3827593.56,27.3052,141.7769,5.2083,2.7882,60.2362,22.9945,0.5759,0.134503796,0.136087942,0,0.64201057,0.075292674,0.281346993,98,0.650805831,8.24224802,39.57983635,4
P2878,2023,693187.2035,3831043.56,6.3012,21.4241,2.25,1.3229,58.3333,82.5991,0.1356,0.01219456,0.017013233,0,0.683960795,0.053692933,0.155612244,330,1.008420587,0,38.39246592,3
P2880,2023,680084.0065,3822753.123,8.7662,138.7245,3.3947,3.1415,86.0856,18.5874,0.625,0.488352955,0.187662619,0,0.757445991,0.060981594,0.010461262,171,1.547058463,0,35.57022343,3
P2893,2023,685597.2035,3836563.56,21.004,103.3396,4.9444,1.8811,50,42.5358,0.4248,0.070468337,0.078023703,0,0.704557776,0.122003487,0.080766467,109,2.629577637,0,36.99046784,3
P2900,2023,693877.2035,3798613.56,12.6024,113.4216,3.7188,3.2425,81.4103,16.3571,0.6916,0.180261287,0.278509579,0,0.748811245,0.064094534,0,89,0.827214599,0,37.3461242,2
P2919,2023,689047.2035,3815863.56,6.3012,90.1071,2.5122,2.0787,92.122,35.2178,0.5236,0.657008098,0.135330186,0,0.859291375,0.136362911,0.003780718,115,52.07781982,0,35.71895618,5
P2920,2023,671107.2035,3815173.56,14.7028,89.477,3.6818,1.8737,72.9358,34.2882,0.5354,0.099985569,0.123518046,0,0.746008277,0.039706062,0,107,0.910850048,0,34.12165178,2
P2923,2023,678697.2035,3816553.56,6.3012,74.3541,2.5,1.7188,91.9786,34.4251,0.568,0.726941126,0.016953407,0,0.84281373,0.139970499,0,10,1.456666589,0,29.46730598,2
P2941,2023,697327.2035,3826903.56,6.3012,92.6276,2.641,2.3035,90.6569,26.0266,0.6236,0.607096814,0.07600237,0,0.86936307,0.094340308,0,88,1.015081286,0,35.48615431,2
P2952,2023,664207.2035,3815863.56,2.1004,6.3012,1.0652,1.0652,99.6994,92.0344,0.0704,0.974429284,0.011819224,0,0.894189537,0.10262264,0,14,0.601491153,0,30.24901023,2
P2954,2023,698017.2035,3829663.56,2.1004,13.8626,1.2174,1.2174,99,91.2072,0.0621,0.985378185,0.001890359,0,0.907665014,0.063498628,0,20,0.650805831,0,30.44669629,2
P2955,2023,674557.2035,3813103.56,6.3012,42.8481,2.1304,1.9164,88.5463,43.6128,0.5468,0.232082767,0.001890359,0,0.791128278,0.041342436,0,87,1.575929761,0,37.95189016,2
P2968,2023,678007.2035,3813103.56,14.7028,118.4625,3.8966,1.9487,78.1818,17.4909,0.6693,0.15762548,0.234979101,0,0.689707994,0.0650987,0.001890359,108,1.633922458,0,39.99113167,3
P2971,2023,698707.2035,3822763.56,16.8032,112.1613,3.7586,2.666,79.5396,18.3252,0.6718,0.216136203,0.163906434,0,0.730022192,0.066929719,0,126,2.259198666,0,36.76867549,3
P2978,2023,713887.2035,3843463.56,27.3052,36.5469,3.4444,1,18.5185,78.9606,0.1485,0.008974726,0.023059646,0,0.782656908,0.132889085,0.003780718,98,2.246205568,0,36.78643505,2
P2979,2023,694567.2035,3824833.56,2.1004,86.9565,2.5116,2.5116,92.4681,45.9833,0.4116,0.67289349,0.188110006,0,0.870754302,0.087605612,0,31,0.790744543,0,33.77186893,2
P2982,2023,672487.2035,3815173.56,10.502,124.1336,3.4571,2.9483,85.0953,15.5499,0.6808,0.472075579,0.109121855,0,0.799341738,0.042902519,0,66,0.910850048,0,34.22060586,2
P2992,2023,684907.2035,3827593.56,6.3012,73.0939,2.4,1.9305,92.3497,33.3706,0.5836,0.588710366,0.139117988,0,0.805892467,0.050433139,0,57,0.534810126,0,33.66477917,2
P3007,2023,675247.2035,3829663.56,10.502,27.0951,2.5,1.5195,68.9655,72.0597,0.2436,0.051925582,0.005671078,0,0.750578701,0.110478885,0.009451796,130,0.93882364,0,38.51028656,2
P3020,2023,704227.2035,3813103.56,8.4016,76.8746,3.1905,2.1919,75.4011,40.0771,0.4956,0.203964765,0.001890359,0,0.745865762,0.077560646,0.074551411,308,5.415253162,0.763909229,37.45576422,3
P3022,2023,669037.2035,3815863.56,2.1004,20.1638,1.2609,1.2609,98.7755,82.9156,0.1356,0.939961061,0.024157426,0,0.876112044,0.056740016,0,47,0.650805831,0,29.06763416,2
P3024,2023,694567.2035,3822763.56,31.506,104.5999,3.72,1.6555,75.9717,25.6928,0.6031,0.162433844,0.133195465,0,0.738569498,0.042210029,0,115,3.170302391,0,36.30672814,3
P3052,2023,666967.2035,3802063.56,8.4016,37.8072,2.7273,1.6773,57.7778,72.8966,0.2071,0.022536431,0.034026465,0,0.717249453,0.039455362,0.063318073,197,0.746574461,0,37.30692353,3
P3056,2023,696637.2035,3848983.56,14.7028,34.0265,3,1.36,50,75.1706,0.1904,0.04098511,0.005671078,0,0.639394164,0.093466654,0.057837795,162,1.741479516,2.17421288,37.71958199,3
P3060,2023,695947.2035,3797923.56,4.2008,24.5747,1.9286,1.5196,82.4324,69.2919,0.2865,0.003780718,0.071987599,0,0.68091464,0.034974729,0.23102974,619,0.659421563,1.215122382,42.67979376,4
P3070,2023,686977.2035,3826213.56,4.2008,130.4348,3.3514,3.2905,86.3422,16.9299,0.6551,0.448729958,0.182255405,0,0.789123893,0.053683139,0.003780718,95,0.643655896,0,35.04093665,2
P3072,2023,691807.2035,3835183.56,2.1004,0,1,1,100,0,0,0.998312095,0.000649951,0,0.880287409,0.086123808,0,26,2.187884808,0,31.05843557,3
P3078,2023,699397.2035,3822073.56,23.1044,63.6421,3.625,1.3789,61.1111,54.3378,0.3613,0.052930057,0.066783281,0,0.713257849,0.027901574,0.039220473,177,2.399931431,0,37.80960256,3
P3089,2023,683527.2035,3825523.56,14.7028,84.436,2.7429,1.6198,88.8889,22.2543,0.6877,0.419041383,0.13302731,0,0.7739079,0.046769371,0,110,0.622636855,0,33.93604433,2
P3104,2023,709057.2035,3808273.56,21.004,94.518,3.0714,1.8476,83.9779,22.7187,0.6582,0.304311502,0.066825189,0,0.807822943,0.1165154,0.003780718,97,2.778425694,0,35.24503187,3
P3105,2023,714577.2035,3834493.56,16.8032,85.0662,3.52,2.3497,77.0909,29.7894,0.5963,0.259518754,0.025093646,0,0.745620668,0.087098531,0.101856177,69,3.124815226,81.40277927,36.77353949,4
P3111,2023,698017.2035,3795163.56,18.9036,138.6263,4.1515,2.5044,79.5678,12.2586,0.6928,0.387065491,0.131119557,0,0.842092097,0.043559682,0.005152101,38,0.711677313,0,36.12484251,2
P3120,2023,680077.2035,3828973.56,10.502,129.8047,3.7742,3.0639,80.8463,13.94,0.6889,0.216850171,0.237957799,0,0.639034271,0.063586074,0.015122873,143,0.997684956,0,37.43752734,3
P3122,2023,704917.2035,3833113.56,2.1004,53.5602,1.8605,1.8605,95.6826,51.1102,0.4216,0.855696432,0.001890359,0,0.899897337,0.06824088,0,47,0.566601634,0,32.64937772,2
P3124,2023,708367.2035,3829663.56,12.6024,114.0517,3.3143,2.6115,85.7143,16.9616,0.6836,0.031287939,0.528017238,0,0.687676847,0.092180869,0,142,1.777939081,0,38.45398895,3
P3130,2023,675937.2035,3799303.56,4.2008,9.4518,1.375,1.2637,83.3333,87.4162,0.1153,0.001890359,0.022679059,0,0.764985263,0.026763528,0.012325534,372,1.094302058,0,38.53243003,3
P3142,2023,669727.2035,3802063.56,6.3012,7.5614,1.6,1,40,93.1478,0.0535,0.001890359,0.00704246,0,0.677591801,0.02975189,0.054449318,204,0.742101252,1.060896217,38.67283466,3
P3147,2023,702157.2035,3836563.56,10.502,73.724,2.4722,1.3043,90.9247,25.3921,0.6783,0.591654192,0.001371382,0,0.898340523,0.06375871,0.071356579,191,0.447961181,3.053656069,35.2686039,3
P3149,2023,695257.2035,3825523.56,2.1004,73.724,2.2143,2.2143,93.8849,43.8303,0.4591,0.668392208,0.150405901,0,0.874812245,0.07754673,0,36,1.080784678,0,34.77109174,2
P3158,2023,710437.2035,3806893.56,29.4056,119.0926,4.9091,1.6924,57.8431,31.3878,0.5187,0.14748809,0.061808301,0,0.696028054,0.064337951,0.035397847,93,1.929553509,0,38.63114378,3
P3163,2023,700777.2035,3846223.56,8.4016,31.506,2.7,1.8929,46.875,77.7801,0.167,0.037115325,0.001890359,0,0.709736824,0.06583396,0.007561437,186,8.615793228,0,39.15435404,3
P3167,2023,686287.2035,3801373.56,6.3012,101.4493,3.0789,1.9356,88.0665,23.0075,0.64,0.656701065,0.007084367,0,0.884912252,0.056136086,0,80,0.823800087,0,34.89527077,2
P3175,2023,698017.2035,3796543.56,12.6024,91.3674,3.5455,2.5032,74.3119,33.9686,0.5354,0.185588627,0.040258427,0,0.788004518,0.065256546,0,107,0.714394867,0,37.49070143,2
P3184,2023,686287.2035,3798613.56,6.3012,68.0529,2.6296,1.8576,86.0317,30.6777,0.6293,0.296121366,0.033609222,0,0.821191132,0.043575893,0.014603896,176,0.654788435,0,37.44579005,3
P3189,2023,684217.2035,3801373.56,23.1044,81.2854,2.963,1.275,83.0671,27.9086,0.6279,0.315499181,0.003780718,0,0.830850542,0.065540684,0.009451796,100,0.892927587,0,36.7760923,2
P3191,2023,702157.2035,3822073.56,12.6024,73.0939,3.45,2.1122,72.1591,42.1907,0.4793,0.065004965,0.110892562,0,0.717221737,0.046300832,0.089425684,163,3.844513416,0,39.3226237,3
